Symbol,Company,Sector,MarketCap,Payout Ratio,RevenueGrowth,OperatingMargin,BookValue,FreeCashFlow,TrailingPE,ForwardPE,EPS,ROE,ProfitMargin,DebttoEquity,revenue,gross_profits,ebitda,net_income,eps_forward,eps_growth,dividend_yield,dividend_rate,target_mean_price,target_high_price,target_low_price,Fair Value (Trailing),Fair Value (Forward),Last Open,Last Close,52W High,52W Low,MA10,MA14,MA20,MA30,MA50,MA60,MA75,MA100,MA150,MA200,MA250
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,45017669632,0,0.31,-0.05,18.58,1480199936,,31.08,-22.78,-0.87,-0.64,102.33,6219899904,3703200000,768499968,-3997199872,7.84,,,,276.45,300,160,,243.63,242.5,243.63,218.15,136.55,238.11,237.73,242.63,247.28,250.32,249.59,246.21,241.95,238.8,231.44,222.56
TXN,Texas Instruments Incorporated,Technology,1.50326E+11,0.99,0.14,0.37,18.29,-684249984,30.12,28.12,5.49,0.3,0.29,84.48,17265999872,9925000192,7815000064,5016000000,5.88,0.01,3.44,5.68,189.56,245,125,165.35,165.35,162.32,165.35,89.19,57.67,159.21,159.72,160.12,163.61,169.51,171.54,176.86,181.65,182.93,180.2,180.94
TXT,Textron Inc.,Industrials,14798168064,0.02,0.05,0.09,42.54,727500032,18.17,12.39,4.57,0.11,0.06,55.33,14236999680,2534000128,1574000000,828000000,6.7,0.1,0.1,0.08,92.46,107,86,83.04,83.04,83.13,83.04,661.31,450,81.11,81.43,81.04,81.1,82.3,82.23,81.83,81.66,79.61,77.39,77.58
TYL,"Tyler Technologies, Inc.",Technology,20158273536,0,0.1,0.16,83.75,474560640,64.9,43.02,7.18,0.09,0.14,17.86,2298291968,1058536000,461080992,315292992,10.83,0.11,,,649.83,800,515,465.96,465.96,467.88,465.96,116,52,465.75,465.86,466.95,480.19,493.77,503.05,515.07,529.19,542.93,553.29,562.58
UAL,"United Airlines Holdings, Inc.",Industrials,32888541184,0,0.03,0.09,44.2,2282625024,10.18,8.4,9.98,0.26,0.06,218.9,58368999424,20073000960,8080000000,3294000128,12.09,0,,,122.9,156,62,101.59,101.59,99.64,101.59,101.99,59.33,94.38,95.16,94.95,95.95,97.44,98.93,99.62,97.08,90.49,87.51,90.36
UBER,"Uber Technologies, Inc.",Technology,1.78637E+11,0,0.2,0.08,13.53,6787375104,11.02,36.3,7.77,0.73,0.34,45.76,49609998336,16942000128,5290999808,16640000000,2.36,1.58,,,111.06,150,82,85.66,85.66,84.11,85.66,44.96,32.94,87.62,89.25,91.08,92.06,94.06,94.17,94.15,93.34,91.25,86.99,82.83
UDR,"UDR, Inc.",Real Estate,13587489792,3.89,0.07,0.21,9.77,912611904,82.02,76.79,0.44,0.04,0.09,144.86,1742477056,1163517056,1020492032,144932992,0.47,0.98,4.77,1.72,40.8,47,33,36.09,36.09,35.89,36.09,229.76,152.16,35.08,34.98,34.66,35.06,35.57,35.96,36.42,37.12,38.24,39.1,39.51
UHS,"Universal Health Services, Inc.",Healthcare,15539295232,0.04,0.13,0.12,114.75,839419520,11.63,13.45,21,0.2,0.08,70.04,16992502784,7405018112,2554619904,1375251968,18.16,0.54,0.33,0.8,248.71,302,190,244.18,244.18,243.03,244.18,572.23,309.01,231.81,230.2,227.88,222.3,213.61,209.34,203.75,194.97,190.72,187.35,187.23
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,24053090304,0,0.09,0.12,58.02,845920768,20.54,23.4,26.06,0.49,0.1,87.86,11654554624,4990546944,1861335040,1201376000,22.87,0.09,,,576.91,680,405,535.16,535.16,521.43,535.16,617.34,233.13,516.04,518.07,517.41,519.26,529.94,528.45,527.44,520.79,492.86,459.4,450.37
UNH,UnitedHealth Group Incorporated,Healthcare,2.98664E+11,0.45,0.12,0.04,105.72,17768749056,17.18,11.03,19.19,0.17,0.04,75.73,4.35159E+11,85731000320,29241999360,17589000192,29.9,-0.6,2.68,8.84,386.72,440,198,329.71,329.71,326.59,329.71,252.32,202.16,320.41,322.6,325.83,337.78,343.64,342.39,333.65,318.06,319.96,364.29,396.32
UNP,Union Pacific Corporation,Industrials,1.36818E+11,0.46,0.03,0.41,29.17,4491375104,19.56,19.05,11.79,0.42,0.29,189.83,24546000896,13781000192,12469999616,7052000256,12.11,0.1,2.39,5.52,260.4,293,213,230.66,230.66,229,230.66,132.01,82,223.92,223.78,222.36,222.17,225.48,224.1,223.66,224.01,223.36,225.33,226.66
UPS,"United Parcel Service, Inc.",Industrials,81165049856,1.01,-0.04,0.1,18.66,3183124992,14.79,10.86,6.47,0.34,0.06,184.32,89483001856,19409999872,11601000448,5502000128,8.81,-0.14,6.86,6.56,103.62,122,75,95.67,95.67,94.25,95.67,1021.47,523.58,93.74,93.65,93.34,91.43,88.1,87.25,86.9,88.03,90.32,93.85,98.61
URI,"United Rentals, Inc.",Industrials,52436164608,0.18,0.06,0.26,141.14,1980625024,21.01,17.39,38.79,0.29,0.16,169.02,15985999872,6232000000,4506999808,2529999872,46.86,0.02,0.88,7.16,1025.47,1400,600,814.97,814.97,814.42,814.97,51.66,34.43,808.26,821.13,830.74,868.32,906.45,913.97,916.95,897.93,833.01,780.43,774.95
USB,U.S. Bancorp,Financial Services,76175474688,0.46,0.07,0.39,36.32,,11.2,11.3,4.37,0.12,0.28,,26012999680,26012999680,,6809999872,4.33,0.18,4.25,2.08,55.63,70,50,48.95,48.95,48.92,48.95,374.85,297.98,47.25,47.35,47.15,47.14,47.45,47.64,47.51,46.93,45.57,44.48,45.07
V,Visa Inc.,Financial Services,6.47867E+11,0.23,0.12,0.66,19.38,20072873984,32.69,26.37,10.21,0.52,0.5,68.81,40000000000,39105998848,28028000256,19853000704,12.66,0.12,0.8,2.68,394.43,450,305,333.79,333.79,334.53,333.79,33.54,26.86,328.65,330.94,333.46,336.86,339.45,339.87,341.21,342.39,346.31,344.45,339.57
VICI,VICI Properties Inc.,Real Estate,30813833216,0.66,0.04,0.98,25.89,1279214592,10.96,10.56,2.63,0.1,0.7,62.92,3969078016,3932268032,3668513024,2785319936,2.73,0.01,6.24,1.8,36.09,42,32,28.83,28.83,28.8,28.83,179.1,97.37,29.36,29.68,29.77,30.14,30.85,31.15,31.45,31.75,31.6,31.37,30.83
VLO,Valero Energy Corporation,Energy,54199410688,0.93,-0.03,0.06,77.88,3453750016,36.2,18.08,4.82,0.05,0.01,39.56,1.16553E+11,7184000000,6253000192,1491000064,9.65,2.1,2.59,4.52,185.83,220,144,174.47,174.47,174,174.47,109.99,83.69,176.33,176.57,174.6,171.14,168.53,166.74,162.11,156.63,147.18,140.9,138.26
VLTO,Veralto Corporation,Industrials,25145071616,0.12,0.07,0.23,11.47,856750016,27.75,27.01,3.65,0.38,0.17,100.77,5452000256,3272000000,1348000000,913000000,3.75,0.08,0.43,0.44,115.24,125,100,101.27,101.27,103.87,101.27,311.74,214.34,99.11,98.83,98.98,100.39,102.14,102.92,103.79,103.88,102.23,100.54,100.96
VMC,Vulcan Materials Company,Basic Materials,38989185024,0.23,0.14,0.24,66.17,931337472,34.84,32.5,8.47,0.14,0.14,56.3,7882200064,2224900096,2332199936,1125200000,9.08,0.81,0.66,1.96,317.7,370,198,295.08,295.08,292.18,295.08,321.9,197,285.96,287.82,287.91,289.86,294.32,294.31,293.55,288.32,279.96,269.93,269.7
VRSK,"Verisk Analytics, Inc.",Industrials,31280785408,0.27,0.06,0.46,2.7,901662528,34.5,30.71,6.49,2.68,0.3,1295.05,3029499904,2109200000,1489699968,914700032,7.29,0.04,0.8,1.8,251.29,300,195,223.89,223.89,222.61,223.89,309.71,175.63,221.22,219.14,218.34,222.71,231.71,236.87,243.02,253.91,271.56,276.48,277.42
VRSN,"VeriSign, Inc.",Technology,23601549312,0.18,0.07,0.68,-22.07,794837504,29.41,29.21,8.59,,0.5,,1626700032,1431000064,1133299968,811000000,8.65,0.1,1.22,3.08,295.5,337,250,252.67,252.67,255.3,252.67,519.88,362.5,250.54,249.37,246.52,248.36,258.77,262.95,264.23,267.69,271.39,263.41,251.44
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,1.10804E+11,0,0.11,0.4,68.2,2913550080,30.39,23.02,14.22,0.22,0.31,10.59,11723299840,6180100096,4711799808,3675099904,18.77,0.05,,,482.24,604,330,432.17,432.17,432.43,432.17,219.82,90.3,429.73,427.96,425.89,423.96,413.68,410.35,406.84,416.72,428.65,443.43,442.77
VST,Vistra Corp.,Utilities,59904348160,0.32,-0.21,0.21,8.07,1847000064,63.6,25.62,2.78,0.17,0.07,335.78,17191000064,5984000000,5206000128,960000000,6.9,-0.67,0.51,0.91,230.71,288,86,176.8,176.8,174,176.8,76.22,55.47,174,176.91,180.37,185.6,193.23,194.55,194.41,195.35,184.79,170.24,167.68
VTR,"Ventas, Inc.",Real Estate,37616205824,3.57,0.22,0.16,26.33,1068934720,151.09,500.5,0.53,0.02,0.04,100.11,5544046080,2320468992,2111063040,238014000,0.16,2.02,2.4,1.92,82.95,91,70,80.08,80.08,79.05,80.08,13.04,6.68,79.14,78.33,77.18,74.93,72.3,71.6,70.77,69.62,67.59,67.23,65.46
VTRS,Viatris Inc.,Healthcare,12283531264,9.6,0,0.11,13.13,2727024896,,3.99,-3.13,-0.21,-0.26,97.03,14124399616,5659299840,4037299968,-3691300096,2.67,,4.51,0.48,12.12,15,9,,10.64,10.6,10.64,45.09,35.79,10.5,10.5,10.45,10.36,10.12,10.1,10.15,9.86,9.42,9.24,9.67
VZ,Verizon Communications Inc.,Communication Services,1.72367E+11,0.58,0.01,0.24,24.91,15382375424,8.72,8.64,4.69,0.2,0.14,164.8,1.37491E+11,81690001408,50194001920,19836999680,4.73,0.5,6.75,2.76,47.52,58,43,40.88,40.88,40.59,40.88,215.82,151.42,40.95,40.78,40.39,40.19,40.83,41.22,41.67,41.67,41.71,41.67,40.96
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,35516354560,0.14,0.08,0.18,64.65,1084999936,30.2,24.47,6.88,0.11,0.11,51.13,10785000448,3687000064,2324999936,1176000000,8.49,0.11,0.48,1,233.82,257,204,207.75,207.75,205.63,207.75,423.56,275.05,201.35,203.33,203.6,201.31,199.12,197.57,196.58,197.53,198.49,193.66,194.7
WAT,Waters Corporation,Healthcare,24238974976,0,0.08,0.27,39.16,450262752,37.46,31.49,10.87,0.33,0.21,66.04,3105637888,1831164032,1067278016,648812992,12.93,-0.08,,,388.58,460,348.15,407.14,407.14,409.33,407.14,23.06,7.52,388.14,385.94,377.59,367.29,345.92,338.48,329.9,321.84,330.89,338.22,348.76
WBD,"Warner Bros. Discovery, Inc.",Communication Services,59174031360,0,-0.06,0.09,14.54,17222625280,125.68,-183.69,0.19,0.01,0.01,89.86,37862998016,16842999808,7758000128,489000000,-0.13,,,,22.47,30,10,23.88,23.88,23.17,23.88,294,205.33,23.04,22.95,22.77,21.9,20.67,19.76,18.17,16.75,14.43,13.31,12.74
WDAY,"Workday, Inc.",Technology,57495777280,0,0.13,0.11,33.4,2656875008,90.86,25.94,2.37,0.07,0.07,42.72,9230999552,6982000128,1210000000,642000000,8.3,0.31,,,277.28,326,230,215.34,215.34,215.34,215.34,167.5,28.74,224.64,225.17,227.65,231.26,233.95,232.93,231.76,231.26,237.29,238.85,243.51
WDC,Western Digital Corporation,Technology,54072565760,0.03,,0.15,17.22,4158874880,22.22,17.9,7.1,0.3,0.25,,10126000128,4112999936,2936000000,2600999936,8.81,,0.32,0.5,180.57,250,135,157.74,157.74,156.98,157.74,118.19,89.63,152.78,157.22,156.16,146.23,134.58,128.24,118.27,106.36,88.65,77.1,71.56
WEC,"WEC Energy Group, Inc.",Utilities,36511023104,0.67,0.13,0.22,41.71,-1424775040,21.26,21.5,5.28,0.13,0.18,151.45,9547200512,4145600000,3771899904,1694400000,5.22,0.09,3.18,3.57,122.5,136,106,112.24,112.24,111.62,112.24,190.68,121.46,111.17,111.29,111.11,112.52,112.48,111.73,110.72,109.68,107.79,106.73,104.15
WELL,Welltower Inc.,Real Estate,1.41555E+11,1.9,0.31,0.2,56.65,-2739590656,143.23,113.32,1.44,0.03,0.1,46.21,9907853312,3946681088,3752058880,960374976,1.82,-0.44,1.44,2.96,203.1,260,162,206.25,206.25,204.5,206.25,88.04,57.46,198.8,196.61,192.55,187.11,180.63,178.41,175.67,171.97,164.51,160.01,153.84
WFC,Wells Fargo & Company,Financial Services,2.74086E+11,0.27,0.07,0.34,52.25,,14.1,15.58,6.07,0.12,0.27,,79072002048,79072002048,,19971999744,5.49,0.17,2.1,1.8,93.71,101,83,85.56,85.56,85.42,85.56,240.84,194.11,84.2,84.76,85.21,85.08,83.89,83.32,82.51,81.82,79.39,77.03,76.18
WM,"Waste Management, Inc.",Industrials,87563157504,0.51,0.15,0.19,23.63,1471250048,34.23,26.93,6.35,0.29,0.1,245.4,24783998976,9912000512,7277000192,2564000000,8.07,-0.21,1.52,3.3,246.12,270,198,217.35,217.35,216.81,217.35,65.55,50.57,212.74,209.78,206.74,208.56,212.34,213.29,215.78,218.98,223.06,223.85,221.31
WMB,"The Williams Companies, Inc.",Energy,73541795840,1.02,0.08,0.4,10.22,485000000,31.2,28.81,1.93,0.17,0.2,188.34,11582000128,7090999808,6296000000,2367000064,2.09,-0.09,3.32,2,67.7,83,53,60.22,60.22,59.69,60.22,109.58,79.43,59.61,59.81,59.19,59.5,60.85,60.35,59.65,59.23,59.04,58.38,57.6
WMT,Walmart Inc.,Consumer Defensive,8.70664E+11,0.32,0.06,0.04,12.05,10394749952,38.15,40.11,2.86,0.24,0.03,66.75,7.03061E+11,1.75109E+11,42713001984,22909999104,2.72,0.35,0.86,0.94,118.38,130,60,109.1,109.1,107.2,109.1,78.48,55.38,104.26,103.89,103.24,104.09,103.71,103.49,102.52,101.33,99.86,97.69,96.9
WRB,W. R. Berkley Corporation,Financial Services,29504843776,0.07,0.11,0.18,25.8,3519085568,16.31,17.85,4.76,0.21,0.13,31.48,14654011392,6425862144,2637189888,1905992960,4.35,0.41,0.46,0.36,74.2,88,56,77.64,77.64,78.15,77.64,217.31,126.45,77.37,76.97,75.78,75.21,75.53,75.04,74.33,73.01,72.73,70.62,68.32
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,21622233088,0.28,0.05,0.17,17.18,930350528,19.97,22.28,9.07,0.57,0.14,70.88,7911904768,3663790080,1698177024,1131134976,8.13,0.05,1.46,2.64,198.21,230,136,181.12,181.12,179.58,181.12,348.05,187.09,179.03,183.23,186.77,188.05,190.45,192.06,193.13,190.77,180.8,177.84,180.96
WST,"West Pharmaceutical Services, Inc.",Healthcare,19938396160,0.12,0.08,0.22,42.44,251187504,41,36.85,6.76,0.17,0.16,9.93,3017900032,1073699968,801400000,491700000,7.52,0.04,0.32,0.88,350.77,390,310,277.14,277.14,278.39,277.14,352.79,291.3,266.93,269.03,272.56,275.95,270.33,267.72,263.31,256.4,242.82,237.12,255.79
WTW,Willis Towers Watson Public Limited Company,Financial Services,31335342080,0.17,0,0.19,80.53,1958125056,15.38,17.76,20.88,0.28,0.22,75.69,9806999552,4203000064,2632000000,2116000000,18.09,,1.15,3.68,365.22,400,303,321.23,321.23,320.13,321.23,31.95,22.29,319.12,320.08,319.66,322.34,329.92,330.23,330.4,325.91,318.8,320.32,319.29
WY,Weyerhaeuser Company,Real Estate,16060834816,1.8,0.02,0.03,13.09,-15875000,48.39,25.88,0.46,0.03,0.05,58.23,7072000000,1168000000,1020000000,331000000,0.86,1.86,3.77,0.84,30.18,38,26,22.26,22.26,22.01,22.26,134.23,64.93,21.81,22.07,22.3,22.75,23.44,23.75,24.16,24.49,24.95,25.72,26.39
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,13460801536,0.22,0.08,0.17,-3.59,1618356608,28.77,25.79,4.5,,0.07,,7110737920,4874398208,1799508992,504278016,5.02,,0.77,1,141.17,160,118,129.46,129.46,127.24,129.46,83.01,61.07,121.69,123,122.7,122.19,123.24,123.04,121.78,118.46,108.96,102.28,99.08
XEL,Xcel Energy Inc.,Utilities,48062607360,0.69,0.07,0.27,35.81,-5284624896,24.77,21.21,3.28,0.09,0.13,167.89,14227999744,6407000064,5693000192,1915000064,3.83,-0.27,2.81,2.28,88.35,97,65,81.25,81.25,80.7,81.25,119.89,96.01,80.38,80.5,80.71,80.67,79.9,78.59,77.3,75.74,73.21,71.96,70.7
XOM,Exxon Mobil Corporation,Energy,4.89293E+11,0.58,-0.05,0.11,61.79,17292750848,16.71,14.58,6.87,0.11,0.09,15.67,3.26245E+11,1.01859E+11,61694001152,29952999424,7.87,-0.08,3.59,4.12,128.72,156,105,114.77,114.77,114.41,114.77,154.27,99.87,117.05,117.12,115.94,115.03,113.94,113.48,112.63,111.52,109.42,108.84,108.28
XYL,Xylem Inc.,Industrials,34358351872,0.4,0.08,0.16,46.02,960000000,36.37,29.71,3.88,0.09,0.11,18.25,8894000128,3400000000,1854000000,948000000,4.75,0.04,1.13,1.6,167.76,182,129,141.12,141.12,141.51,141.12,99.26,44.27,140.98,143.58,145.49,146.17,145.77,144.82,144.13,141.85,136.21,132.01,129.69
XYZ,"Block, Inc.",Technology,39641247744,0,0.02,0.07,36.94,241061248,13.08,19.81,4.97,0.15,0.13,36.05,23973765120,9857598464,1669601024,3135894016,,0.64,,,84.01,105,45,65.03,,63.86,65.03,161.72,120.38,61.58,62.84,66.05,69.86,72.47,72.88,73.73,73.9,69.49,67.34,71.75
YUM,"Yum! Brands, Inc.",Consumer Cyclical,42703007744,0.55,0.08,0.34,-27,1227624960,29.92,25.3,5.14,,0.18,,8061000192,3721999872,2819000064,1447000064,6.08,0.04,1.85,2.84,165.56,200,144,153.8,153.8,154,153.8,113.87,85.33,150.5,150.18,148.28,147.05,147.39,147.36,147.2,146.66,146.1,147.24,144.08
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,19332610048,0.24,0.1,0.17,64.36,1169887488,24.21,11.34,4.03,0.06,0.1,64.52,8010899968,5737699840,2640499968,805299968,8.6,-0.06,0.98,0.96,102.92,130,88,97.55,97.55,96.57,97.55,427.76,205.73,91.7,90.91,92.6,95.78,96.9,97.85,99.24,98.14,96.7,98.79,100.32
ZBRA,Zebra Technologies Corporation,Technology,12690390016,0,0.05,0.15,73.85,710499968,25.28,15.62,9.91,0.14,0.1,62.98,5255000064,2543000064,974000000,512000000,16.04,-0.25,,,358.47,421,309,250.5,250.5,248.51,250.5,179.47,117.26,238.83,244.24,250.27,266.04,279.88,285.61,291.98,300.63,296.63,291.94,312.75

ZTS,Zoetis Inc.,Healthcare,56590102528,0.33,0.01,0.39,12.23,2158874880,21.5,20.14,5.94,0.5,0.28,135.05,9397000192,6741000192,3991000064,2651000064,6.34,0.09,1.57,2,169.96,200,130,127.69,127.69,127.55,127.69,,,121.24,120.99,124.52,131.34,136.2,138.36,141.49,143.66,149.06,151.39,154.71
