Symbol,Name,Market Cap,Country,Volume,Sector,Industry
OSIS,OSI Systems Inc. Common Stock (DE),1678481678,United States,65966,Capital Goods,Industrial Machinery/Components
OSMT,Osmotica Pharmaceuticals plc Ordinary Shares,124088081,United States,374840,Health Care,Biotechnology: Pharmaceutical Preparations
OSPN,OneSpan Inc. Common Stock,705391181,United States,109655,Technology,EDP Services
OSS,One Stop Systems Inc. Common Stock,102289801,United States,67387,Technology,Computer Manufacturing
OSTK,Overstock.com Inc. Common Stock,3991747827,United States,589600,Consumer Services,Catalog/Specialty Distribution
OSUR,OraSure Technologies Inc. Common Stock,664914792,United States,1016440,Health Care,Medical/Dental Instruments
OSW,OneSpaWorld Holdings Limited Common Shares,973058357,Bahamas,349775,Consumer Services,Hotels/Resorts
OTIC,Otonomy Inc. Common Stock,122431640,United States,188238,Health Care,Biotechnology: Pharmaceutical Preparations
OTLK,Outlook Therapeutics Inc. Common Stock,222683290,United States,12590805,Health Care,Biotechnology: Pharmaceutical Preparations
OTRK,Ontrak Inc. Common Stock,131662465,United States,438522,Health Care,Medical Specialities
OTTR,Otter Tail Corporation Common Stock,2866258896,United States,287535,Public Utilities,Electric Utilities: Central
OVBC,Ohio Valley Banc Corp. Common Stock,135063528,United States,2686,Finance,Major Banks
OVID,Ovid Therapeutics Inc. Common Stock,226066054,United States,149711,Health Care,Biotechnology: Pharmaceutical Preparations
OVLY,Oak Valley Bancorp (CA) Common Stock,145832052,United States,7337,Finance,Major Banks
OXBR,Oxbridge Re Holdings Limited Ordinary Shares,27177202,Cayman Islands,175646,Finance,Property-Casualty Insurers
OXLC,Oxford Lane Capital Corp. Common Stock,945558000,United States,718707,Finance,Investment Managers
OXSQ,Oxford Square Capital Corp. Common Stock,207062497,United States,73836,Finance,Investment Bankers/Brokers/Service
OYST,Oyster Point Pharma Inc. Common Stock,281261506,United States,69339,Health Care,Biotechnology: Pharmaceutical Preparations
OZK,Bank OZK Common Stock,6135697751,United States,319363,Finance,Major Banks
OZON,Ozon Holdings PLC American Depositary Shares each ADS representing one ordinary share,8461367035,Cyprus,837554,Consumer Services,Catalog/Specialty Distribution
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,7224998321,United States,2736133,Energy,Oil & Gas Production
PACB,Pacific Biosciences of California Inc. Common Stock,5159795711,United States,2394715,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PACW,PacWest Bancorp Common Stock,5886971662,United States,484477,Finance,Major Banks
PACX,Pioneer Merger Corp. Class A Ordinary Share,501615625,United States,159361,Finance,Business Services
PAE,PAE Incorporated Class A Common Stock,915804507,United States,282930,Miscellaneous,Business Services
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,2125859444,United States,2189004,Energy,Oil & Gas Production
PALI,Palisade Bio Inc. Common Stock,31356053,United States,53699,Health Care,Biotechnology: Pharmaceutical Preparations
PALT,Paltalk Inc. Common Stock,39795239,United States,2955441,Technology,EDP Services
PANA,Panacea Acquisition Corp. II Class A Ordinary Shares,230270100,United States,8009,Finance,Business Services
PANL,Pangaea Logistics Solutions Ltd. Common Shares,187586323,United States,304461,Transportation,Marine Transportation
PANW,Palo Alto Networks Inc. Common Stock,54238893958,United States,1248438,Technology,EDP Services
PAQC,Provident Acquisition Corp. Class A Ordinary Shares,281175000,Hong Kong,42385,Finance,Business Services
PASG,Passage Bio Inc. Common Stock,399722093,United States,268953,Health Care,Biotechnology: Pharmaceutical Preparations
PATI,Patriot Transportation Holding Inc. Common Stock,34768911,United States,8261,Transportation,Trucking Freight/Courier Services
PATK,Patrick Industries Inc. Common Stock,1954223482,United States,96923,Consumer Services,Other Specialty Stores
PAVM,PAVmed Inc. Common Stock,339918048,United States,2293900,Health Care,Industrial Specialties
PAX,Patria Investments Limited Class A Common Shares,2469715650,Cayman Islands,102101,Finance,Investment Managers
PAYA,Paya Holdings Inc. Class A Common Stock,922818528,United States,3570911,Technology,Computer Software: Prepackaged Software
PAYO,Payoneer Global Inc. Common Stock,2674771155,United States,2540841,Technology,EDP Services
PAYS,Paysign Inc. Common Stock,103900783,United States,542359,Finance,Investment Bankers/Brokers/Service
PAYX,Paychex Inc. Common Stock,45102689384,United States,1421690,Miscellaneous,Business Services
PBBK,PB Bankshares Inc. Common Stock,38548230,United States,2102,Finance,Banks
PBCT,People's United Financial Inc. Common Stock,8016814769,United States,2498259,Finance,Savings Institutions
PBFS,Pioneer Bancorp Inc. Common Stock,329396970,United States,6593,Finance,Commercial Banks
PBHC,Pathfinder Bancorp Inc. Common Stock (MD),101260196,United States,1943,Finance,Banks
PBIP,Prudential Bancorp Inc. Common Stock,112656112,United States,15346,Finance,Banks
PBLA,Panbela Therapeutics Inc. Common Stock,25659230,United States,57732,Health Care,Biotechnology: Pharmaceutical Preparations
PBPB,Potbelly Corporation Common Stock,164167274,United States,62286,Consumer Services,Restaurants
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,9659519,China,2794005,Technology,EDP Services
PBYI,Puma Biotechnology Inc Common Stock,142282045,United States,632021,Health Care,Biotechnology: Pharmaceutical Preparations
PCAR,PACCAR Inc. Common Stock,30801572097,United States,1126565,Capital Goods,Auto Manufacturing
PCB,PCB Bancorp Common Stock,340466900,United States,10929,Finance,Major Banks
PCH,PotlatchDeltic Corporation Common Stock,3830779306,United States,168182,Consumer Services,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc. Common Stock,2416538528,United States,283195,Health Care,Biotechnology: Pharmaceutical Preparations
PCSA,Processa Pharmaceuticals Inc. Common Stock,89738337,United States,22704,Health Care,Biotechnology: Pharmaceutical Preparations
PCSB,PCSB Financial Corporation Common Stock,297095654,United States,4904,Finance,Banks
PCT,PureCycle Technologies Inc. Common stock,1560314546,United States,511481,Public Utilities,Environmental Services
PCTI,PCTEL Inc. Common Stock,104146900,United States,18358,Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation Common Stock,14366818756,United States,356165,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc. Common Stock,1115877775,United States,102184,Health Care,Biotechnology: Pharmaceutical Preparations
PCYG,Park City Group Inc. Common Stock,113254511,United States,37740,Technology,EDP Services
PCYO,Pure Cycle Corporation Common Stock,372416136,United States,48585,Public Utilities,Water Supply
PDCE,PDC Energy Inc. Common Stock (Delaware),5424127883,United States,499598,Energy,Oil & Gas Production
PDCO,Patterson Companies Inc. Common Stock,3123062980,United States,462425,Health Care,Medical Specialities
PDD,Pinduoduo Inc. American Depositary Shares,1.02E+11,China,6409290,Miscellaneous,Business Services
PDEX,Pro-Dex Inc. Common Stock,83415069,United States,10166,Health Care,Medical/Dental Instruments
PDFS,PDF Solutions Inc. Common Stock,1159570447,United States,77293,Technology,EDP Services
PDSB,PDS Biotechnology Corporation Common Stock,274398397,United States,245641,Health Care,Biotechnology: Pharmaceutical Preparations
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,162543646,United States,941,Finance,Major Banks
PEBO,Peoples Bancorp Inc. Common Stock,936951876,United States,39056,Finance,Major Banks
PECO,Phillips Edison & Company Inc. Common Stock,3803481000,United States,118052,Consumer Services,Real Estate Investment Trusts
PEGA,Pegasystems Inc. Common Stock,9605833797,United States,240539,Technology,EDP Services
PENN,Penn National Gaming Inc. Common Stock,9016471362,United States,3760686,Consumer Services,Movies/Entertainment
PEP,PepsiCo Inc. Common Stock,2.26E+11,United States,3308040,Consumer Non-Durables,Beverages (Production/Distribution)
PERI,Perion Network Ltd. Ordinary Shares,880417025,Israel,425501,Technology,EDP Services
PESI,Perma-Fix Environmental Services Inc. Common Stock,96468843,United States,130046,Public Utilities,Environmental Services
PETQ,PetIQ Inc. Class A Common Stock,643886152,United States,447525,Health Care,Biotechnology: Pharmaceutical Preparations
PETS,PetMed Express Inc. Common Stock,595826330,United States,214536,Health Care,Medical/Nursing Services
PETV,PetVivo Holdings Inc. Common Stock,28318208,United States,38475,Health Care,Medical/Dental Instruments
PETZ,TDH Holdings Inc. Common Shares,240253974,China,615820,Consumer Non-Durables,Packaged Foods
PFBC,Preferred Bank Common Stock,1042077473,United States,22799,Finance,Major Banks
PFC,Premier Financial Corp. Common Stock,1196986470,United States,82759,Finance,Savings Institutions
PFDR,Pathfinder Acquisition Corporation Class A Ordinary Shares,404218750,United States,690717,Technology,Computer Software: Prepackaged Software
PFG,Principal Financial Group Inc Common Stock,19596582368,United States,2484331,Finance,Specialty Insurers
PFHD,Professional Holding Corp. Class A Common stock,260601397,United States,16009,Finance,Major Banks
PFIE,Profire Energy Inc. Common Stock,60132218,United States,251365,Energy,Oil & Gas Production
PFIN,P & F Industries Inc. Class A Common Stock,19533096,United States,11197,Capital Goods,Industrial Machinery/Components
PFIS,Peoples Financial Services Corp. Common Stock,358277464,United States,2863,Finance,Major Banks
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,510503959,United States,136065,Finance,Finance/Investors Services
PFMT,Performant Financial Corporation Common Stock,191529811,United States,308911,Miscellaneous,Business Services
PFSW,PFSweb Inc. Common Stock,267338508,United States,74700,Miscellaneous,Business Services
PFX,PhenixFIN Corporation Common Stock,112206200,United States,4408,Finance,Investment Managers
PGC,Peapack-Gladstone Financial Corporation Common Stock,654820477,United States,16207,Finance,Commercial Banks
PGEN,Precigen Inc. Common Stock,837290921,United States,2116958,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PGNY,Progyny Inc. Common Stock,4819030527,United States,648571,Health Care,Managed Health Care
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,547470120,Netherlands,3799,Health Care,Biotechnology: Pharmaceutical Preparations
PHAS,PhaseBio Pharmaceuticals Inc. Common Stock,113973260,United States,666838,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,Phathom Pharmaceuticals Inc. Common Stock,658501693,United States,119197,Health Care,Biotechnology: Pharmaceutical Preparations
PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares,18527168,China,203276,Finance,Investment Managers
PHIC,Population Health Investment Co. Inc. Class A Ordinary Share,211096875,United States,101676,Finance,Business Services
PHIO,Phio Pharmaceuticals Corp. Common Stock,19219263,United States,80283,Health Care,Biotechnology: Pharmaceutical Preparations
PHUN,Phunware Inc. Common Stock,327290052,Greece,8164234,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,439947715,Netherlands,9150,Health Care,Biotechnology: Pharmaceutical Preparations
PI,Impinj Inc. Common Stock,1881669921,United States,211539,Public Utilities,Telecommunications Equipment
PIK,Kidpik Corp. Common Stock,48144711,United States,65426,Consumer Non-Durables,Department/Specialty Retail Stores
PINC,Premier Inc. Class A Common Stock,4795203946,United States,470285,Health Care,Managed Health Care
PIRS,Pieris Pharmaceuticals Inc. Common Stock,252217606,Germany,389300,Health Care,Biotechnology: Pharmaceutical Preparations
PIXY,ShiftPixy Inc. Common Stock,25678124,United States,400830,Technology,Diversified Commercial Services
PKBK,Parke Bancorp Inc. Common Stock,261194897,United States,5613,Finance,Major Banks
PKOH,Park-Ohio Holdings Corp. Common Stock,278462011,United States,14691,Capital Goods,Construction/Ag Equipment/Trucks
PLAB,Photronics Inc. Common Stock,848778573,United States,163463,Technology,Semiconductors
PLAY,Dave & Buster's Entertainment Inc. Common Stock,1757014614,United States,748010,Consumer Services,Movies/Entertainment
PLBC,Plumas Bancorp,201729248,United States,2774,Finance,Finance Companies
PLBY,PLBY Group Inc. Common Stock,1534377186,United States,1250113,Consumer Non-Durables,Recreational Products/Toys
PLCE,Children's Place Inc. (The) Common Stock,1416769058,United States,532827,Consumer Services,Clothing/Shoe/Accessory Stores
PLIN,China Xiangtai Food Co. Ltd. Ordinary Shares,45159711,China,2760742,Consumer Non-Durables,Meat/Poultry/Fish
PLL,Piedmont Lithium Inc. Common Stock,934866059,United States,437982,Basic Industries,Precious Metals
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,389443940,United States,5672,Finance,Business Services
PLMR,Palomar Holdings Inc. Common stock,2028903319,United States,76702,Finance,Property-Casualty Insurers
PLPC,Preformed Line Products Company Common Stock,328247316,United States,4131,Basic Industries,Telecommunications Equipment
PLRX,Pliant Therapeutics Inc. Common Stock,541305690,United States,418869,Consumer Durables,Specialty Chemicals
PLSE,Pulse Biosciences Inc Common Stock (DE),642998841,United States,32721,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp. Common Stock,7533173269,Israel,1028216,Technology,EDP Services
PLUG,Plug Power Inc. Common Stock,24731427678,United States,14491714,Consumer Durables,Electrical Products
PLUS,ePlus inc. Common Stock,1577519010,United States,35893,Technology,Retail: Computer Software & Peripheral Equipment
